change_percent,change_value,first,gregorian_date,last,max,min,solar_date
0.05%,5000,"9,320,000",2014/10/25,"9,300,000","9,340,000","9,300,000",1393/08/3
0.65%,60000,"9,362,500",2014/10/23,"9,360,000","9,370,000","9,355,000",1393/08/1
0.21%,20000,"9,380,000",2014/10/22,"9,380,000","9,385,000","9,375,000",1393/07/30
0.11%,10000,"9,395,000",2014/10/21,"9,390,000","9,410,000","9,380,000",1393/07/29
-0.16%,-15000,"9,382,500",2014/10/20,"9,375,000","9,395,000","9,370,000",1393/07/28
0.16%,15000,"9,380,000",2014/10/19,"9,390,000","9,390,000","9,370,000",1393/07/27
-0.11%,-10000,"9,382,500",2014/10/18,"9,380,000","9,395,000","9,370,000",1393/07/26
0.37%,35000,"9,407,500",2014/10/17,"9,415,000","9,415,000","9,400,000",1393/07/25
,0,"9,407,500",2014/10/16,"9,415,000","9,420,000","9,395,000",1393/07/24
-0.11%,-10000,"9,380,000",2014/10/15,"9,405,000","9,415,000","9,345,000",1393/07/23
,0,"9,412,500",2014/10/14,"9,405,000","9,440,000","9,385,000",1393/07/22
-0.11%,-10000,"9,397,500",2014/10/13,"9,395,000","9,400,000","9,395,000",1393/07/21
,0,"9,385,000",2014/10/12,"9,395,000","9,395,000","9,375,000",1393/07/20
,0,"9,445,000",2014/10/11,"9,395,000","9,495,000","9,395,000",1393/07/19
0.69%,65000,"9,460,000",2014/10/10,"9,460,000","9,475,000","9,445,000",1393/07/18
,0,"9,457,500",2014/10/09,"9,460,000","9,475,000","9,440,000",1393/07/17
-0.69%,-65000,"9,397,500",2014/10/08,"9,395,000","9,425,000","9,370,000",1393/07/16
-0.32%,-30000,"9,345,000",2014/10/07,"9,365,000","9,370,000","9,320,000",1393/07/15
-0.86%,-80000,"9,265,000",2014/10/06,"9,285,000","9,285,000","9,245,000",1393/07/14
0.11%,10000,"9,280,000",2014/10/05,"9,295,000","9,295,000","9,265,000",1393/07/13
,0,"9,277,500",2014/10/04,"9,295,000","9,310,000","9,245,000",1393/07/12
0.54%,50000,"9,342,500",2014/10/03,"9,345,000","9,345,000","9,340,000",1393/07/11
,0,"9,347,500",2014/10/02,"9,345,000","9,355,000","9,340,000",1393/07/10
,0,"9,342,500",2014/10/01,"9,345,000","9,350,000","9,335,000",1393/07/9
,0,"9,347,500",2014/09/30,"9,345,000","9,375,000","9,320,000",1393/07/8
0.43%,40000,"9,387,500",2014/09/29,"9,385,000","9,395,000","9,380,000",1393/07/7
0.05%,5000,"9,392,500",2014/09/28,"9,390,000","9,415,000","9,370,000",1393/07/6
-0.32%,-30000,"9,315,000",2014/09/27,"9,360,000","9,360,000","9,270,000",1393/07/5
-1.52%,-140000,"9,212,500",2014/09/26,"9,220,000","9,220,000","9,205,000",1393/07/4
,0,"9,235,000",2014/09/25,"9,220,000","9,265,000","9,205,000",1393/07/3
0.54%,50000,"9,280,000",2014/09/24,"9,270,000","9,295,000","9,265,000",1393/07/2
,0,"9,235,000",2014/09/23,"9,270,000","9,295,000","9,175,000",1393/07/1
-1.04%,-95000,"9,165,000",2014/09/22,"9,175,000","9,180,000","9,150,000",1393/06/31
,0,"9,175,000",2014/09/21,"9,175,000","9,195,000","9,155,000",1393/06/30
0.05%,5000,"9,215,000",2014/09/20,"9,180,000","9,255,000","9,175,000",1393/06/29
1.09%,100000,"9,282,500",2014/09/19,"9,280,000","9,285,000","9,280,000",1393/06/28
,0,"9,335,000",2014/09/18,"9,280,000","9,390,000","9,280,000",1393/06/27
0.43%,40000,"9,342,500",2014/09/16,"9,320,000","9,370,000","9,315,000",1393/06/25
-0.11%,-10000,"9,285,000",2014/09/15,"9,310,000","9,315,000","9,255,000",1393/06/24
-0.59%,-55000,"9,245,000",2014/09/14,"9,255,000","9,260,000","9,230,000",1393/06/23
-0.11%,-10000,"9,267,500",2014/09/13,"9,245,000","9,310,000","9,225,000",1393/06/22
,0,"9,387,500",2014/09/12,"9,390,000","9,395,000","9,380,000",1393/06/21
,0,"9,397,500",2014/09/11,"9,390,000","9,405,000","9,390,000",1393/06/20
0.14%,13000,"9,405,500",2014/09/10,"9,403,000","9,411,000","9,400,000",1393/06/19
0.1%,9000,"9,424,500",2014/09/09,"9,412,000","9,439,000","9,410,000",1393/06/18
0.28%,26000,"9,442,500",2014/09/08,"9,438,000","9,447,000","9,438,000",1393/06/17
0.03%,3000,"9,432,500",2014/09/07,"9,441,000","9,445,000","9,420,000",1393/06/16
-0.17%,-16000,"9,447,500",2014/09/06,"9,425,000","9,470,000","9,425,000",1393/06/15
0.48%,45000,"9,465,000",2014/09/04,"9,470,000","9,470,000","9,460,000",1393/06/13
-0.05%,-5000,"9,470,000",2014/09/03,"9,465,000","9,480,000","9,460,000",1393/06/12
-0.05%,-5000,"9,475,000",2014/09/02,"9,460,000","9,490,000","9,460,000",1393/06/11
0.37%,35000,"9,490,000",2014/09/01,"9,495,000","9,495,000","9,485,000",1393/06/10
-0.05%,-5000,"9,505,000",2014/08/31,"9,490,000","9,520,000","9,490,000",1393/06/9
0.16%,15000,"9,500,000",2014/08/30,"9,505,000","9,510,000","9,490,000",1393/06/8
-0.21%,-20000,"9,462,500",2014/08/28,"9,485,000","9,485,000","9,440,000",1393/06/6
-0.53%,-50000,"9,437,500",2014/08/27,"9,435,000","9,445,000","9,430,000",1393/06/5
0.05%,5000,"9,450,000",2014/08/26,"9,440,000","9,470,000","9,430,000",1393/06/4
-0.21%,-20000,"9,402,500",2014/08/25,"9,420,000","9,425,000","9,380,000",1393/06/3
-0.05%,-5000,"9,415,000",2014/08/24,"9,415,000","9,445,000","9,385,000",1393/06/2
-0.48%,-45000,"9,350,000",2014/08/23,"9,370,000","9,370,000","9,330,000",1393/06/1
-0.16%,-15000,"9,382,500",2014/08/21,"9,355,000","9,415,000","9,350,000",1393/05/30
0.75%,70000,"9,435,000",2014/08/20,"9,425,000","9,450,000","9,420,000",1393/05/29
0.37%,35000,"9,456,500",2014/08/19,"9,460,000","9,465,000","9,448,000",1393/05/28
-0.14%,-13000,"9,456,000",2014/08/18,"9,447,000","9,468,000","9,444,000",1393/05/27
0.26%,25000,"9,479,500",2014/08/17,"9,472,000","9,487,000","9,472,000",1393/05/26
0.19%,18000,"9,504,000",2014/08/16,"9,490,000","9,523,000","9,485,000",1393/05/25
0.02%,2000,"9,547,000",2014/08/14,"9,547,000","9,547,000","9,547,000",1393/05/23
-0.08%,-8000,"9,531,500",2014/08/13,"9,539,000","9,540,000","9,523,000",1393/05/22
0.06%,6000,"9,537,500",2014/08/12,"9,545,000","9,545,000","9,530,000",1393/05/21
-0.05%,-5000,"9,534,500",2014/08/11,"9,540,000","9,542,000","9,527,000",1393/05/20
0.06%,6000,"9,563,000",2014/08/10,"9,546,000","9,580,000","9,546,000",1393/05/19
-0.29%,-28000,"9,521,000",2014/08/08,"9,518,000","9,527,000","9,515,000",1393/05/17
,0,"9,521,000",2014/08/07,"9,518,000","9,527,000","9,515,000",1393/05/16
0.04%,4000,"9,499,500",2014/08/06,"9,522,000","9,522,000","9,477,000",1393/05/15
-0.44%,-42000,"9,496,000",2014/08/05,"9,480,000","9,512,000","9,480,000",1393/05/14
0.37%,35000,"9,523,500",2014/08/04,"9,515,000","9,535,000","9,512,000",1393/05/13
0.03%,3000,"9,510,000",2014/08/03,"9,518,000","9,525,000","9,495,000",1393/05/12
-0.43%,-41000,"9,481,000",2014/08/02,"9,477,000","9,495,000","9,467,000",1393/05/11
0.3%,28000,"9,502,500",2014/07/31,"9,505,000","9,505,000","9,500,000",1393/05/9
-0.03%,-3000,"9,502,000",2014/07/30,"9,502,000","9,502,000","9,502,000",1393/05/8
,0,"9,509,500",2014/07/28,"9,502,000","9,517,000","9,502,000",1393/05/6
0.29%,28000,"9,543,000",2014/07/27,"9,530,000","9,558,000","9,528,000",1393/05/5
0.05%,5000,"9,528,500",2014/07/26,"9,535,000","9,542,000","9,515,000",1393/05/4
-0.26%,-25000,"9,499,000",2014/07/24,"9,510,000","9,513,000","9,485,000",1393/05/2
0.16%,15000,"9,511,000",2014/07/23,"9,525,000","9,532,000","9,490,000",1393/05/1
-0.21%,-20000,"9,515,000",2014/07/22,"9,505,000","9,530,000","9,500,000",1393/04/31
0.47%,45000,"9,552,500",2014/07/21,"9,550,000","9,570,000","9,535,000",1393/04/30
-0.26%,-25000,"9,535,000",2014/07/20,"9,525,000","9,550,000","9,520,000",1393/04/29
0.16%,15000,"9,555,000",2014/07/17,"9,540,000","9,565,000","9,545,000",1393/04/26
-0.26%,-25000,"9,495,000",2014/07/16,"9,515,000","9,515,000","9,475,000",1393/04/25
0.07%,7000,"9,532,500",2014/07/15,"9,522,000","9,550,000","9,515,000",1393/04/24
0.71%,68000,"9,625,000",2014/07/14,"9,590,000","9,660,000","9,590,000",1393/04/23
0.94%,90000,"9,667,500",2014/07/13,"9,680,000","9,685,000","9,650,000",1393/04/22
-0.34%,-33000,"9,628,500",2014/07/12,"9,647,000","9,647,000","9,610,000",1393/04/21
-0.02%,-2000,"9,607,500",2014/07/10,"9,645,000","9,645,000","9,570,000",1393/04/19
-0.85%,-81000,"9,574,000",2014/07/09,"9,564,000","9,598,000","9,550,000",1393/04/18
0.06%,6000,"9,553,500",2014/07/08,"9,570,000","9,592,000","9,515,000",1393/04/17
-0.79%,-75000,"9,497,000",2014/07/07,"9,495,000","9,512,000","9,482,000",1393/04/16
0.29%,28000,"9,532,500",2014/07/06,"9,523,000","9,570,000","9,495,000",1393/04/15
0.55%,52000,"9,577,000",2014/07/05,"9,575,000","9,592,000","9,562,000",1393/04/14
0.84%,80000,"9,665,000",2014/06/26,"9,655,000","9,682,000","9,648,000",1393/04/5
0.19%,18000,"9,671,500",2014/06/25,"9,673,000","9,685,000","9,658,000",1393/04/4
0.2%,19000,"9,705,000",2014/06/24,"9,692,000","9,762,000","9,648,000",1393/04/3
-0.2%,-19000,"9,702,500",2014/06/23,"9,673,000","9,732,000","9,673,000",1393/04/2
0.59%,57000,"9,742,500",2014/06/22,"9,730,000","9,780,000","9,705,000",1393/04/1
0.62%,60000,"9,793,500",2014/06/21,"9,790,000","9,830,000","9,757,000",1393/03/31
-2.73%,-260000,"9,512,500",2014/06/19,"9,530,000","9,538,000","9,487,000",1393/03/29
-0.42%,-40000,"9,496,500",2014/06/18,"9,490,000","9,525,000","9,468,000",1393/03/28
-0.11%,-10000,"9,462,500",2014/06/17,"9,480,000","9,510,000","9,415,000",1393/03/27
0.34%,32000,"9,558,500",2014/06/16,"9,512,000","9,605,000","9,512,000",1393/03/26
1.03%,98000,"9,589,500",2014/06/15,"9,610,000","9,622,000","9,557,000",1393/03/25
-0.17%,-16000,"9,635,000",2014/06/14,"9,594,000","9,685,000","9,585,000",1393/03/24
0.06%,6000,"9,572,500",2014/06/12,"9,600,000","9,607,000","9,538,000",1393/03/22
-0.86%,-82000,"9,520,000",2014/06/11,"9,518,000","9,555,000","9,485,000",1393/03/21
-1.15%,-108000,"9,384,000",2014/06/10,"9,410,000","9,410,000","9,358,000",1393/03/20
,0,"9,485,000",2014/06/09,"9,445,000","9,530,000","9,440,000",1393/03/19
,0,"9,445,000",2014/06/08,"9,470,000","9,470,000","9,420,000",1393/03/18
,0,"9,552,500",2014/06/07,"9,515,000","9,590,000","9,515,000",1393/03/17
,0,"9,587,500",2014/06/03,"9,570,000","9,610,000","9,565,000",1393/03/13
,0,"9,545,000",2014/06/02,"9,570,000","9,570,000","9,520,000",1393/03/12
,0,"9,597,500",2014/06/01,"9,580,000","9,620,000","9,575,000",1393/03/11
,0,"9,585,000",2014/05/31,"9,580,000","9,600,000","9,570,000",1393/03/10
,0,"9,600,000",2014/05/29,"9,620,000","9,640,000","9,560,000",1393/03/8
,0,"9,725,000",2014/05/28,"9,680,000","9,770,000","9,680,000",1393/03/7
,0,"9,805,000",2014/05/27,"9,760,000","9,850,000","9,760,000",1393/03/6
,0,"9,887,500",2014/05/26,"9,870,000","9,905,000","9,870,000",1393/03/5
,0,"9,875,000",2014/05/25,"9,875,000","9,880,000","9,870,000",1393/03/4
,0,"9,867,500",2014/05/24,"9,875,000","9,880,000","9,855,000",1393/03/3
,0,"9,880,000",2014/05/22,"9,900,000","9,900,000","9,860,000",1393/03/1
,0,"9,907,500",2014/05/21,"9,880,000","9,935,000","9,880,000",1393/02/31
,0,"9,885,000",2014/05/20,"9,885,000","9,920,000","9,850,000",1393/02/30
0.46%,45000,"9,925,000",2014/05/19,"9,930,000","9,940,000","9,910,000",1393/02/29
-0.86%,-85000,"9,882,500",2014/05/18,"9,845,000","9,930,000","9,835,000",1393/02/28
0.76%,75000,"9,955,000",2014/05/17,"9,920,000","9,990,000","9,920,000",1393/02/27
-0.61%,-60000,"9,860,000",2014/05/16,"9,860,000","9,860,000","9,860,000",1393/02/26
,0,"9,860,000",2014/05/15,"9,860,000","9,890,000","9,830,000",1393/02/25
0.41%,40000,"9,855,000",2014/05/14,"9,900,000","9,930,000","9,780,000",1393/02/24
-0.92%,-90000,"9,810,000",2014/05/13,"9,810,000","9,810,000","9,810,000",1393/02/23
,0,"9,767,500",2014/05/12,"9,810,000","9,850,000","9,685,000",1393/02/22
-1.24%,-120000,"9,720,000",2014/05/11,"9,690,000","9,770,000","9,670,000",1393/02/21
1.14%,110000,"9,840,000",2014/05/10,"9,800,000","9,910,000","9,770,000",1393/02/20
1.12%,110000,"9,910,000",2014/05/09,"9,910,000","9,910,000","9,910,000",1393/02/19
,0,"9,950,000",2014/05/08,"9,910,000","9,990,000","9,910,000",1393/02/18
1.31%,130000,"10,083,500",2014/05/07,"10,040,000","10,130,000","10,037,000",1393/02/17
0.7%,70000,"10,150,000",2014/05/06,"10,110,000","10,190,000","10,110,000",1393/02/16
0.79%,80000,"10,162,500",2014/05/05,"10,190,000","10,195,000","10,130,000",1393/02/15
-0.59%,-60000,"10,185,000",2014/05/04,"10,130,000","10,240,000","10,130,000",1393/02/14
0.89%,90000,"10,250,000",2014/05/03,"10,220,000","10,300,000","10,200,000",1393/02/13
-0.89%,-90000,"10,125,000",2014/05/02,"10,130,000","10,130,000","10,120,000",1393/02/12
-0.1%,-10000,"10,107,500",2014/05/01,"10,120,000","10,130,000","10,085,000",1393/02/11
-0.1%,-10000,"10,150,000",2014/04/30,"10,110,000","10,210,000","10,090,000",1393/02/10
0.49%,50000,"10,135,000",2014/04/29,"10,160,000","10,180,000","10,090,000",1393/02/9
0.25%,25000,"10,450,000",2014/04/28,"10,185,000","10,450,000","10,164,000",1393/02/8
2.65%,270000,"10,150,000",2014/04/27,"10,455,000","10,460,000","10,115,000",1393/02/7
-3.11%,-315000,"9,955,000",2014/04/26,"10,140,000","10,150,000","9,945,000",1393/02/6
-1.81%,-180000,"9,940,000",2014/04/25,"9,960,000","9,970,000","9,935,000",1393/02/5
-0.1%,-10000,"9,955,000",2014/04/24,"9,950,000","9,965,000","9,853,000",1393/02/4
-0.4%,-40000,"10,020,000",2014/04/23,"9,910,000","10,080,000","9,910,000",1393/02/3
0.91%,90000,"9,845,000",2014/04/22,"10,000,000","10,000,000","9,844,000",1393/02/2
-1.47%,-145000,"9,770,000",2014/04/21,"9,855,000","9,857,000","9,725,000",1393/02/1
-0.56%,-55000,"9,780,000",2014/04/20,"9,800,000","9,820,000","9,778,000",1393/01/31
-0.1%,-10000,"9,765,000",2014/04/19,"9,790,000","9,820,000","9,765,000",1393/01/30
-0.26%,-25000,"9,760,000",2014/04/18,"9,765,000","9,770,000","9,760,000",1393/01/29
,0,"9,750,000",2014/04/17,"9,765,000","9,780,000","9,738,000",1393/01/28
-0.05%,-5000,"9,820,000",2014/04/16,"9,760,000","9,845,000","9,760,000",1393/01/27
0.77%,75000,"9,850,000",2014/04/15,"9,835,000","9,850,000","9,783,000",1393/01/26
0.46%,45000,"9,825,000",2014/04/14,"9,880,000","9,900,000","9,808,000",1393/01/25
-1.02%,-100000,"9,770,000",2014/04/13,"9,780,000","9,790,000","9,728,000",1393/01/24
-0.31%,-30000,"9,670,000",2014/04/12,"9,750,000","9,750,000","9,638,000",1393/01/23
-0.78%,-75000,"9,685,000",2014/04/11,"9,675,000","9,704,000","9,672,000",1393/01/22
0.08%,8000,"9,650,000",2014/04/10,"9,683,000","9,703,000","9,638,000",1393/01/21
-0.45%,-43000,"9,700,000",2014/04/09,"9,640,000","9,770,000","9,595,000",1393/01/20
0.19%,18000,"9,475,000",2014/04/08,"9,658,000","9,658,000","9,470,000",1393/01/19
-2.09%,-198000,"9,420,000",2014/04/07,"9,460,000","9,475,000","9,400,000",1393/01/18
-0.21%,-20000,"9,458,000",2014/04/06,"9,440,000","9,460,000","9,413,000",1393/01/17
0.23%,22000,"9,470,000",2014/04/05,"9,462,000","9,500,000","9,455,000",1393/01/16
-0.18%,-17000,"9,430,000",2014/04/04,"9,445,000","9,445,000","9,430,000",1393/01/15
-0.37%,-35000,"9,420,000",2014/04/01,"9,410,000","9,425,000","9,410,000",1393/01/12
0.21%,20000,"9,450,000",2014/03/31,"9,430,000","9,450,000","9,430,000",1393/01/11
0.11%,10000,"9,440,000",2014/03/30,"9,440,000","9,450,000","9,440,000",1393/01/10
0.11%,10000,"9,480,000",2014/03/29,"9,450,000","9,480,000","9,450,000",1393/01/9
0.53%,50000,"9,500,000",2014/03/28,"9,500,000","9,500,000","9,500,000",1393/01/8
0.21%,20000,"9,520,000",2014/03/27,"9,520,000","9,520,000","9,520,000",1393/01/7
-0.11%,-10000,"9,530,000",2014/03/26,"9,510,000","9,540,000","9,510,000",1393/01/6
0.11%,10000,"9,500,000",2014/03/25,"9,520,000","9,550,000","9,500,000",1393/01/5
-0.42%,-40000,"9,530,000",2014/03/24,"9,480,000","9,530,000","9,480,000",1393/01/4
0.74%,70000,"9,570,000",2014/03/21,"9,550,000","9,570,000","9,550,000",1393/01/1
-0.21%,-20000,"9,530,000",2014/03/20,"9,530,000","9,550,000","9,510,000",1392/12/29
-0.32%,-30000,"9,520,000",2014/03/19,"9,500,000","9,543,000","9,500,000",1392/12/28
0.37%,35000,"9,630,000",2014/03/18,"9,535,000","9,630,000","9,535,000",1392/12/27
1.31%,125000,"9,810,000",2014/03/17,"9,660,000","9,820,000","9,650,000",1392/12/26
1.66%,160000,"9,760,000",2014/03/16,"9,820,000","9,820,000","9,735,000",1392/12/25
-0.46%,-45000,"9,880,000",2014/03/15,"9,775,000","9,885,000","9,760,000",1392/12/24
0.77%,75000,"9,790,000",2014/03/14,"9,850,000","9,850,000","9,783,000",1392/12/23
-0.46%,-45000,"9,770,000",2014/03/13,"9,805,000","9,810,000","9,760,000",1392/12/22
-0.31%,-30000,"9,880,000",2014/03/12,"9,775,000","9,895,000","9,740,000",1392/12/21
0.12%,12000,"9,800,000",2014/03/11,"9,787,000","9,890,000","9,730,000",1392/12/20
-0.17%,-17000,"9,700,000",2014/03/10,"9,770,000","9,788,000","9,645,000",1392/12/19
-0.62%,-60000,"9,560,000",2014/03/09,"9,710,000","9,732,000","9,520,000",1392/12/18
-1.68%,-160000,"9,735,000",2014/03/08,"9,550,000","9,748,000","9,550,000",1392/12/17
2.22%,212000,"9,810,000",2014/03/07,"9,762,000","9,825,000","9,755,000",1392/12/16
0.59%,58000,"9,775,000",2014/03/06,"9,820,000","9,835,000","9,732,000",1392/12/15
-0.2%,-20000,"9,760,000",2014/03/05,"9,800,000","9,832,000","9,730,000",1392/12/14
-0.2%,-20000,"9,870,000",2014/03/04,"9,780,000","9,900,000","9,695,000",1392/12/13
1.94%,190000,"9,786,000",2014/03/03,"9,970,000","10,075,000","9,786,000",1392/12/12
-1.98%,-194000,"9,735,000",2014/03/02,"9,776,000","9,777,000","9,695,000",1392/12/11
-0.32%,-31000,"9,655,000",2014/03/01,"9,745,000","9,765,000","9,643,000",1392/12/10
-0.96%,-93000,"9,670,000",2014/02/28,"9,652,000","9,700,000","9,620,000",1392/12/9
-0.02%,-2000,"9,650,000",2014/02/27,"9,650,000","9,680,000","9,590,000",1392/12/8
-0.05%,-5000,"9,760,000",2014/02/26,"9,645,000","9,843,000","9,640,000",1392/12/7
1.3%,125000,"9,660,000",2014/02/25,"9,770,000","9,917,000","9,660,000",1392/12/6
-0.93%,-90000,"9,435,000",2014/02/24,"9,680,000","9,680,000","9,435,000",1392/12/5
-2.56%,-242000,"9,410,000",2014/02/23,"9,438,000","9,443,000","9,410,000",1392/12/4
-0.32%,-30000,"9,410,000",2014/02/22,"9,408,000","9,415,000","9,399,000",1392/12/3
0.13%,12000,"9,405,000",2014/02/21,"9,420,000","9,428,000","9,395,000",1392/12/2
-0.37%,-35000,"9,350,000",2014/02/20,"9,385,000","9,385,000","9,320,000",1392/12/1
-0.48%,-45000,"9,335,000",2014/02/19,"9,340,000","9,402,000","9,326,000",1392/11/30
0.24%,22000,"9,450,000",2014/02/18,"9,362,000","9,450,000","9,362,000",1392/11/29
1.37%,128000,"9,390,000",2014/02/17,"9,490,000","9,490,000","9,350,000",1392/11/28
-1.88%,-175000,"9,310,000",2014/02/16,"9,315,000","9,393,000","9,282,000",1392/11/27
,0,"9,235,000",2014/02/15,"9,315,000","9,400,000","9,235,000",1392/11/26
-0.45%,-42000,"9,170,000",2014/02/14,"9,273,000","9,310,000","9,170,000",1392/11/25
-1.4%,-128000,"9,100,000",2014/02/13,"9,145,000","9,145,000","9,036,000",1392/11/24
-0.25%,-23000,"8,953,000",2014/02/12,"9,122,000","9,126,000","8,946,000",1392/11/23
-1.72%,-154000,"8,900,000",2014/02/11,"8,968,000","8,968,000","8,897,000",1392/11/22
-0.97%,-86000,"8,820,000",2014/02/10,"8,882,000","8,885,000","8,820,000",1392/11/21
-0.86%,-76000,"8,825,000",2014/02/09,"8,806,000","8,833,000","8,801,000",1392/11/20
0.27%,24000,"8,830,000",2014/02/08,"8,830,000","8,855,000","8,820,000",1392/11/19
-0.03%,-3000,"8,795,000",2014/02/07,"8,827,000","8,827,000","8,790,000",1392/11/18
-0.42%,-37000,"8,770,000",2014/02/06,"8,790,000","8,790,000","8,768,000",1392/11/17
-0.22%,-19000,"8,750,000",2014/02/05,"8,771,000","8,794,000","8,748,500",1392/11/16
-0.21%,-18000,"8,770,000",2014/02/04,"8,753,000","8,770,000","8,746,000",1392/11/15
0.1%,9000,"8,740,000",2014/02/03,"8,762,000","8,767,000","8,719,000",1392/11/14
-0.31%,-27000,"8,710,000",2014/02/02,"8,735,000","8,735,000","8,700,000",1392/11/13
-0.37%,-32000,"8,680,000",2014/02/01,"8,703,000","8,705,000","8,675,000",1392/11/12
-0.24%,-21000,"8,680,000",2014/01/31,"8,682,000","8,713,000","8,670,000",1392/11/11
0.03%,3000,"8,753,000",2014/01/30,"8,685,000","8,755,000","8,675,000",1392/11/10
0.81%,70000,"8,750,000",2014/01/29,"8,755,000","8,778,000","8,747,000",1392/11/9
-0.11%,-10000,"8,755,000",2014/01/28,"8,745,000","8,762,000","8,738,000",1392/11/8
0.01%,1000,"8,765,000",2014/01/27,"8,746,000","8,790,000","8,745,000",1392/11/7
0.19%,17000,"8,788,000",2014/01/26,"8,763,000","8,793,000","8,756,000",1392/11/6
0.25%,22000,"8,750,000",2014/01/25,"8,785,000","8,810,000","8,750,000",1392/11/5
-1.21%,-105000,"8,625,000",2014/01/23,"8,680,000","8,680,000","8,600,000",1392/11/3
-0.46%,-40000,"8,625,000",2014/01/22,"8,640,000","8,690,000","8,610,000",1392/11/2
-0.58%,-50000,"8,560,000",2014/01/21,"8,590,000","8,620,000","8,560,000",1392/11/1
-1.06%,-90000,"8,540,000",2014/01/20,"8,500,000","8,570,000","8,500,000",1392/10/30
0.71%,60000,"8,640,000",2014/01/19,"8,560,000","8,640,000","8,560,000",1392/10/29
0.7%,60000,"8,720,000",2014/01/18,"8,620,000","8,720,000","8,620,000",1392/10/28
0.7%,60000,"8,705,000",2014/01/16,"8,680,000","8,707,000","8,675,000",1392/10/26
0.35%,30000,"8,695,000",2014/01/15,"8,710,000","8,710,000","8,685,000",1392/10/25
,0,"8,740,000",2014/01/14,"8,710,000","8,770,000","8,710,000",1392/10/24
0.23%,20000,"8,725,000",2014/01/13,"8,730,000","8,730,000","8,670,000",1392/10/23
0.46%,40000,"8,810,000",2014/01/12,"8,770,000","8,825,000","8,770,000",1392/10/22
0.48%,42000,"8,790,000",2014/01/11,"8,812,000","8,830,000","8,790,000",1392/10/21
-0.82%,-72000,"8,750,000",2014/01/09,"8,740,000","8,755,000","8,730,000",1392/10/19
0.11%,10000,"8,760,000",2014/01/08,"8,750,000","8,770,000","8,740,000",1392/10/18
0.23%,20000,"8,790,000",2014/01/07,"8,770,000","8,805,000","8,770,000",1392/10/17
0.23%,20000,"8,770,000",2014/01/06,"8,790,000","8,820,000","8,770,000",1392/10/16
-0.34%,-30000,"8,745,000",2014/01/05,"8,760,000","8,780,000","8,735,000",1392/10/15
-0.11%,-10000,"8,810,000",2014/01/04,"8,750,000","8,810,000","8,730,000",1392/10/14
-0.34%,-30000,"8,695,000",2014/01/02,"8,720,000","8,722,000","8,695,000",1392/10/12
-0.69%,-60000,"8,675,000",2014/01/01,"8,660,000","8,675,000","8,635,000",1392/10/11
0.29%,25000,"8,655,000",2013/12/31,"8,685,000","8,710,000","8,610,000",1392/10/10
