change_percent,change_value,first,gregorian_date,last,max,min,solar_date
0.05%,5000,"9,335,000",2015/10/07,"9,345,000","9,365,000","9,305,000",1394/07/15
-0.65%,-60000,"9,262,500",2015/10/06,"9,285,000","9,290,000","9,235,000",1394/07/14
-0.6%,-55000,"9,220,000",2015/10/05,"9,230,000","9,235,000","9,205,000",1394/07/13
-0.16%,-15000,"9,210,000",2015/10/04,"9,215,000","9,220,000","9,200,000",1394/07/12
0.05%,5000,"9,240,000",2015/10/03,"9,220,000","9,260,000","9,220,000",1394/07/11
-0.82%,-75000,"9,147,500",2015/10/01,"9,145,000","9,155,000","9,140,000",1394/07/9
0.16%,15000,"9,190,000",2015/09/30,"9,160,000","9,220,000","9,160,000",1394/07/8
0.66%,60000,"9,197,500",2015/09/29,"9,220,000","9,235,000","9,160,000",1394/07/7
-0.38%,-35000,"9,190,000",2015/09/28,"9,185,000","9,210,000","9,170,000",1394/07/6
0.38%,35000,"9,222,500",2015/09/27,"9,220,000","9,235,000","9,210,000",1394/07/5
,0,"9,190,000",2015/09/26,"9,220,000","9,220,000","9,160,000",1394/07/4
-0.22%,-20000,"9,152,500",2015/09/24,"9,200,000","9,205,000","9,100,000",1394/07/2
-1.1%,-100000,"9,095,000",2015/09/23,"9,100,000","9,115,000","9,075,000",1394/07/1
-0.22%,-20000,"9,130,000",2015/09/22,"9,080,000","9,180,000","9,080,000",1394/06/31
0.83%,75000,"9,160,000",2015/09/21,"9,155,000","9,170,000","9,150,000",1394/06/30
0.11%,10000,"9,177,500",2015/09/20,"9,165,000","9,190,000","9,165,000",1394/06/29
0.16%,15000,"9,172,500",2015/09/19,"9,180,000","9,185,000","9,160,000",1394/06/28
-0.88%,-80000,"9,090,000",2015/09/17,"9,100,000","9,100,000","9,080,000",1394/06/26
0.16%,15000,"9,092,500",2015/09/16,"9,115,000","9,115,000","9,070,000",1394/06/25
-0.22%,-20000,"9,105,000",2015/09/15,"9,095,000","9,125,000","9,085,000",1394/06/24
0.22%,20000,"9,112,500",2015/09/14,"9,115,000","9,130,000","9,095,000",1394/06/23
,0,"9,117,500",2015/09/13,"9,115,000","9,130,000","9,105,000",1394/06/22
-0.05%,-5000,"9,107,500",2015/09/12,"9,110,000","9,125,000","9,090,000",1394/06/21
0.11%,10000,"9,115,000",2015/09/10,"9,120,000","9,130,000","9,100,000",1394/06/19
0.27%,25000,"9,157,500",2015/09/09,"9,145,000","9,180,000","9,135,000",1394/06/18
0.55%,50000,"9,170,000",2015/09/08,"9,195,000","9,195,000","9,145,000",1394/06/17
-0.49%,-45000,"9,180,000",2015/09/07,"9,150,000","9,215,000","9,145,000",1394/06/16
0.6%,55000,"9,177,500",2015/09/06,"9,205,000","9,230,000","9,125,000",1394/06/15
-0.05%,-5000,"9,177,500",2015/09/05,"9,200,000","9,205,000","9,150,000",1394/06/14
-0.38%,-35000,"9,167,500",2015/09/03,"9,165,000","9,180,000","9,155,000",1394/06/12
0.22%,20000,"9,220,000",2015/09/02,"9,185,000","9,260,000","9,180,000",1394/06/11
0.98%,90000,"9,250,000",2015/09/01,"9,275,000","9,275,000","9,225,000",1394/06/10
-0.82%,-75000,"9,205,000",2015/08/31,"9,200,000","9,225,000","9,185,000",1394/06/9
-0.11%,-10000,"9,140,000",2015/08/30,"9,190,000","9,190,000","9,090,000",1394/06/8
-1.16%,-105000,"9,107,500",2015/08/29,"9,085,000","9,140,000","9,075,000",1394/06/7
0.28%,25000,"9,127,500",2015/08/27,"9,110,000","9,165,000","9,090,000",1394/06/5
0.55%,50000,"9,207,500",2015/08/26,"9,160,000","9,285,000","9,130,000",1394/06/4
1.04%,95000,"9,272,500",2015/08/25,"9,255,000","9,300,000","9,245,000",1394/06/3
1.08%,100000,"9,332,500",2015/08/24,"9,355,000","9,370,000","9,295,000",1394/06/2
0.27%,25000,"9,417,500",2015/08/23,"9,380,000","9,505,000","9,330,000",1394/06/1
0.32%,30000,"9,317,500",2015/08/22,"9,410,000","9,410,000","9,225,000",1394/05/31
-3.46%,-315000,"9,077,500",2015/08/20,"9,095,000","9,105,000","9,050,000",1394/05/29
-1.06%,-95000,"8,977,500",2015/08/19,"9,000,000","9,015,000","8,940,000",1394/05/28
-0.78%,-70000,"8,947,500",2015/08/18,"8,930,000","8,970,000","8,925,000",1394/05/27
0.06%,5000,"8,925,000",2015/08/17,"8,935,000","8,940,000","8,910,000",1394/05/26
-0.28%,-25000,"8,885,000",2015/08/16,"8,910,000","8,910,000","8,860,000",1394/05/25
-0.39%,-35000,"8,875,000",2015/08/15,"8,875,000","8,890,000","8,860,000",1394/05/24
-0.17%,-15000,"8,895,000",2015/08/13,"8,860,000","8,930,000","8,860,000",1394/05/22
0.73%,65000,"8,885,000",2015/08/12,"8,925,000","8,925,000","8,845,000",1394/05/21
-1.31%,-115000,"8,777,500",2015/08/10,"8,810,000","8,810,000","8,745,000",1394/05/19
-0.63%,-55000,"8,772,500",2015/08/09,"8,755,000","8,790,000","8,755,000",1394/05/18
0.29%,25000,"8,765,000",2015/08/08,"8,780,000","8,795,000","8,735,000",1394/05/17
-0.88%,-77000,"8,702,500",2015/08/06,"8,703,000","8,715,000","8,690,000",1394/05/15
0.08%,7000,"8,717,500",2015/08/05,"8,710,000","8,730,000","8,705,000",1394/05/14
0.34%,30000,"8,740,000",2015/08/04,"8,740,000","8,755,000","8,725,000",1394/05/13
0.11%,10000,"8,757,500",2015/08/03,"8,750,000","8,775,000","8,740,000",1394/05/12
0.4%,35000,"8,795,000",2015/08/02,"8,785,000","8,815,000","8,775,000",1394/05/11
0.03%,3000,"8,767,500",2015/08/01,"8,788,000","8,790,000","8,745,000",1394/05/10
-0.66%,-58000,"8,702,500",2015/07/30,"8,730,000","8,735,000","8,670,000",1394/05/8
0.46%,40000,"8,795,000",2015/07/29,"8,770,000","8,825,000","8,765,000",1394/05/7
0.34%,30000,"8,775,000",2015/07/28,"8,800,000","8,805,000","8,745,000",1394/05/6
-0.41%,-36000,"8,750,000",2015/07/27,"8,764,000","8,775,000","8,725,000",1394/05/5
-0.39%,-34000,"8,777,500",2015/07/26,"8,730,000","8,830,000","8,725,000",1394/05/4
0.06%,5000,"8,702,500",2015/07/25,"8,735,000","8,755,000","8,650,000",1394/05/3
-1.04%,-90000,"8,650,000",2015/07/23,"8,645,000","8,670,000","8,630,000",1394/05/1
-0.41%,-35000,"8,607,500",2015/07/22,"8,610,000","8,645,000","8,570,000",1394/04/31
0.75%,65000,"8,610,000",2015/07/21,"8,675,000","8,675,000","8,545,000",1394/04/30
-1.34%,-115000,"8,580,000",2015/07/20,"8,560,000","8,645,000","8,515,000",1394/04/29
2.22%,190000,"8,810,000",2015/07/16,"8,750,000","8,870,000","8,750,000",1394/04/25
1.49%,130000,"8,930,000",2015/07/15,"8,880,000","9,020,000","8,840,000",1394/04/24
0.39%,35000,"8,807,500",2015/07/14,"8,915,000","8,955,000","8,660,000",1394/04/23
-1.83%,-160000,"8,690,000",2015/07/13,"8,755,000","8,770,000","8,610,000",1394/04/22
-1.16%,-100000,"8,710,000",2015/07/12,"8,655,000","8,800,000","8,620,000",1394/04/21
2.31%,200000,"8,777,500",2015/07/11,"8,855,000","8,875,000","8,680,000",1394/04/20
-2.49%,-215000,"8,687,500",2015/07/09,"8,640,000","8,735,000","8,640,000",1394/04/18
1.33%,115000,"8,730,000",2015/07/08,"8,755,000","8,755,000","8,705,000",1394/04/17
-0.23%,-20000,"8,737,500",2015/07/07,"8,735,000","8,800,000","8,675,000",1394/04/16
0.17%,15000,"8,817,500",2015/07/06,"8,750,000","8,885,000","8,750,000",1394/04/15
1.37%,120000,"8,895,000",2015/07/05,"8,870,000","8,930,000","8,860,000",1394/04/14
0.73%,65000,"8,955,000",2015/07/04,"8,935,000","8,980,000","8,930,000",1394/04/13
0.39%,35000,"8,965,000",2015/07/02,"8,970,000","8,985,000","8,945,000",1394/04/11
0.57%,51000,"9,053,000",2015/07/01,"9,021,000","9,085,000","9,021,000",1394/04/10
0.32%,29000,"9,040,000",2015/06/30,"9,050,000","9,055,000","9,025,000",1394/04/9
0.33%,30000,"9,132,500",2015/06/29,"9,080,000","9,185,000","9,080,000",1394/04/8
0.44%,40000,"9,140,000",2015/06/28,"9,120,000","9,170,000","9,110,000",1394/04/7
-0.33%,-30000,"9,092,500",2015/06/27,"9,090,000","9,115,000","9,070,000",1394/04/6
,0,"9,107,500",2015/06/25,"9,090,000","9,125,000","9,090,000",1394/04/4
-0.06%,-5000,"9,070,500",2015/06/24,"9,085,000","9,096,000","9,045,000",1394/04/3
-0.55%,-50000,"9,037,500",2015/06/23,"9,035,000","9,055,000","9,020,000",1394/04/2
0.39%,35000,"9,072,500",2015/06/22,"9,070,000","9,095,000","9,050,000",1394/04/1
0.39%,35000,"9,140,000",2015/06/21,"9,105,000","9,180,000","9,100,000",1394/03/31
0.6%,55000,"9,135,000",2015/06/20,"9,160,000","9,160,000","9,110,000",1394/03/30
-0.77%,-70000,"9,067,500",2015/06/18,"9,090,000","9,095,000","9,040,000",1394/03/28
-0.66%,-60000,"9,062,500",2015/06/17,"9,030,000","9,095,000","9,030,000",1394/03/27
0.44%,40000,"9,065,000",2015/06/16,"9,070,000","9,095,000","9,035,000",1394/03/26
-0.22%,-20000,"9,067,500",2015/06/15,"9,050,000","9,095,000","9,040,000",1394/03/25
0.22%,20000,"9,090,000",2015/06/14,"9,070,000","9,110,000","9,070,000",1394/03/24
0.33%,30000,"9,140,000",2015/06/13,"9,100,000","9,180,000","9,100,000",1394/03/23
0.93%,85000,"9,195,000",2015/06/11,"9,185,000","9,210,000","9,180,000",1394/03/21
0.49%,45000,"9,207,500",2015/06/10,"9,230,000","9,235,000","9,180,000",1394/03/20
-0.49%,-45000,"9,182,500",2015/06/09,"9,185,000","9,190,000","9,175,000",1394/03/19
-0.27%,-25000,"9,160,000",2015/06/08,"9,160,000","9,170,000","9,150,000",1394/03/18
,0,"9,175,000",2015/06/07,"9,160,000","9,190,000","9,160,000",1394/03/17
0.27%,25000,"9,210,000",2015/06/06,"9,185,000","9,235,000","9,185,000",1394/03/16
1.36%,125000,"9,307,500",2015/06/02,"9,310,000","9,315,000","9,300,000",1394/03/12
0.05%,5000,"9,297,500",2015/06/01,"9,315,000","9,315,000","9,280,000",1394/03/11
0.11%,10000,"9,327,500",2015/05/31,"9,325,000","9,335,000","9,320,000",1394/03/10
-0.11%,-10000,"9,320,000",2015/05/30,"9,315,000","9,330,000","9,310,000",1394/03/9
0.05%,5000,"9,302,500",2015/05/28,"9,320,000","9,325,000","9,280,000",1394/03/7
-0.43%,-40000,"9,295,000",2015/05/27,"9,280,000","9,310,000","9,280,000",1394/03/6
0.27%,25000,"9,312,500",2015/05/26,"9,305,000","9,325,000","9,300,000",1394/03/5
0.27%,25000,"9,357,500",2015/05/25,"9,330,000","9,385,000","9,330,000",1394/03/4
0.16%,15000,"9,330,000",2015/05/24,"9,345,000","9,350,000","9,310,000",1394/03/3
-0.16%,-15000,"9,345,000",2015/05/23,"9,330,000","9,365,000","9,325,000",1394/03/2
0.48%,45000,"9,377,500",2015/05/21,"9,375,000","9,385,000","9,370,000",1394/02/31
0.37%,35000,"9,385,000",2015/05/20,"9,410,000","9,410,000","9,360,000",1394/02/30
,0,"9,415,000",2015/05/19,"9,410,000","9,430,000","9,400,000",1394/02/29
0.74%,70000,"9,506,500",2015/05/18,"9,480,000","9,535,000","9,478,000",1394/02/28
0.21%,20000,"9,507,500",2015/05/17,"9,500,000","9,515,000","9,500,000",1394/02/27
-0.11%,-10000,"9,497,500",2015/05/16,"9,490,000","9,505,000","9,490,000",1394/02/26
,0,"9,485,000",2015/05/14,"9,490,000","9,515,000","9,455,000",1394/02/24
-0.53%,-50000,"9,405,000",2015/05/13,"9,440,000","9,450,000","9,360,000",1394/02/23
-1.07%,-100000,"9,320,000",2015/05/12,"9,340,000","9,345,000","9,295,000",1394/02/22
0.05%,5000,"9,352,500",2015/05/11,"9,345,000","9,365,000","9,340,000",1394/02/21
0.32%,30000,"9,397,500",2015/05/10,"9,375,000","9,420,000","9,375,000",1394/02/20
0.27%,25000,"9,412,500",2015/05/09,"9,400,000","9,430,000","9,395,000",1394/02/19
0.21%,20000,"9,420,000",2015/05/07,"9,420,000","9,420,000","9,420,000",1394/02/17
0.42%,40000,"9,457,500",2015/05/06,"9,460,000","9,465,000","9,450,000",1394/02/16
-0.16%,-15000,"9,435,000",2015/05/05,"9,445,000","9,450,000","9,420,000",1394/02/15
0.21%,20000,"9,475,000",2015/05/04,"9,465,000","9,510,000","9,440,000",1394/02/14
0.16%,15000,"9,480,000",2015/05/03,"9,480,000","9,490,000","9,470,000",1394/02/13
0.53%,50000,"9,517,500",2015/05/02,"9,530,000","9,545,000","9,490,000",1394/02/12
0.52%,50000,"9,577,500",2015/04/30,"9,580,000","9,585,000","9,570,000",1394/02/10
-0.1%,-10000,"9,585,000",2015/04/29,"9,570,000","9,600,000","9,570,000",1394/02/9
0.05%,5000,"9,590,000",2015/04/28,"9,575,000","9,610,000","9,570,000",1394/02/8
-0.47%,-45000,"9,515,000",2015/04/27,"9,530,000","9,530,000","9,500,000",1394/02/7
-0.11%,-10000,"9,517,500",2015/04/26,"9,520,000","9,535,000","9,500,000",1394/02/6
-0.42%,-40000,"9,490,000",2015/04/25,"9,480,000","9,510,000","9,470,000",1394/02/5
0.84%,80000,"9,557,500",2015/04/23,"9,560,000","9,575,000","9,540,000",1394/02/3
0.73%,70000,"9,630,000",2015/04/22,"9,630,000","9,640,000","9,620,000",1394/02/2
,0,"9,632,500",2015/04/21,"9,630,000","9,645,000","9,620,000",1394/02/1
,0,"9,662,500",2015/04/20,"9,630,000","9,695,000","9,630,000",1394/01/31
0.78%,75000,"9,692,500",2015/04/19,"9,705,000","9,715,000","9,670,000",1394/01/30
-0.67%,-65000,"9,627,500",2015/04/18,"9,640,000","9,650,000","9,605,000",1394/01/29
0.52%,50000,"9,700,000",2015/04/16,"9,690,000","9,720,000","9,680,000",1394/01/27
-0.26%,-25000,"9,670,000",2015/04/15,"9,665,000","9,690,000","9,650,000",1394/01/26
-0.36%,-35000,"9,600,000",2015/04/14,"9,630,000","9,630,000","9,570,000",1394/01/25
0.88%,85000,"9,695,000",2015/04/13,"9,715,000","9,750,000","9,640,000",1394/01/24
0.57%,55000,"9,815,000",2015/04/12,"9,770,000","9,860,000","9,770,000",1394/01/23
-0.51%,-50000,"9,660,000",2015/04/11,"9,720,000","9,730,000","9,590,000",1394/01/22
-2.21%,-210000,"9,485,000",2015/04/09,"9,510,000","9,510,000","9,460,000",1394/01/20
0.42%,40000,"9,575,000",2015/04/08,"9,550,000","9,610,000","9,540,000",1394/01/19
0.73%,70000,"9,575,000",2015/04/07,"9,620,000","9,620,000","9,530,000",1394/01/18
-0.21%,-20000,"9,605,000",2015/04/06,"9,600,000","9,650,000","9,560,000",1394/01/17
-0.16%,-15000,"9,580,000",2015/04/05,"9,585,000","9,660,000","9,500,000",1394/01/16
-1.86%,-175000,"9,315,000",2015/04/04,"9,410,000","9,450,000","9,180,000",1394/01/15
-0.53%,-50000,"9,340,000",2015/03/31,"9,360,000","9,380,000","9,300,000",1394/01/11
0.21%,20000,"9,340,000",2015/03/30,"9,380,000","9,380,000","9,300,000",1394/01/10
-0.43%,-40000,"9,280,000",2015/03/29,"9,340,000","9,360,000","9,200,000",1394/01/9
1.71%,160000,"9,512,500",2015/03/28,"9,500,000","9,550,000","9,475,000",1394/01/8
-1.06%,-100000,"9,425,000",2015/03/19,"9,400,000","9,450,000","9,400,000",1393/12/28
-0.75%,-70000,"9,360,000",2015/03/18,"9,330,000","9,420,000","9,300,000",1393/12/27
0.21%,20000,"9,292,500",2015/03/17,"9,350,000","9,350,000","9,235,000",1393/12/26
-1.41%,-130000,"9,265,000",2015/03/16,"9,220,000","9,360,000","9,170,000",1393/12/25
-1.1%,-100000,"9,110,000",2015/03/15,"9,120,000","9,220,000","9,000,000",1393/12/24
,0,"9,205,000",2015/03/14,"9,120,000","9,290,000","9,120,000",1393/12/23
3.29%,300000,"9,410,000",2015/03/12,"9,420,000","9,470,000","9,350,000",1393/12/21
-0.05%,-5000,"9,485,000",2015/03/11,"9,415,000","9,555,000","9,415,000",1393/12/20
1.43%,135000,"9,540,000",2015/03/10,"9,550,000","9,565,000","9,515,000",1393/12/19
0.47%,45000,"9,627,500",2015/03/09,"9,595,000","9,665,000","9,590,000",1393/12/18
0.36%,35000,"9,600,000",2015/03/08,"9,630,000","9,630,000","9,570,000",1393/12/17
-0.36%,-35000,"9,592,500",2015/03/07,"9,595,000","9,635,000","9,550,000",1393/12/16
2.08%,200000,"9,797,500",2015/03/05,"9,795,000","9,805,000","9,790,000",1393/12/14
0.26%,25000,"9,810,000",2015/03/04,"9,820,000","9,825,000","9,795,000",1393/12/13
,0,"9,835,000",2015/03/03,"9,820,000","9,870,000","9,800,000",1393/12/12
0.81%,80000,"9,900,000",2015/03/02,"9,900,000","9,915,000","9,885,000",1393/12/11
-0.2%,-20000,"9,895,000",2015/03/01,"9,880,000","9,920,000","9,870,000",1393/12/10
0.25%,25000,"9,872,500",2015/02/28,"9,905,000","9,905,000","9,840,000",1393/12/9
0.35%,35000,"9,967,500",2015/02/26,"9,940,000","9,995,000","9,940,000",1393/12/7
0.15%,15000,"9,952,500",2015/02/25,"9,955,000","9,970,000","9,935,000",1393/12/6
-0.81%,-80000,"9,862,500",2015/02/24,"9,875,000","9,895,000","9,830,000",1393/12/5
-0.61%,-60000,"9,795,000",2015/02/23,"9,815,000","9,820,000","9,770,000",1393/12/4
-0.2%,-20000,"9,777,500",2015/02/22,"9,795,000","9,805,000","9,750,000",1393/12/3
-0.72%,-70000,"9,742,500",2015/02/21,"9,725,000","9,775,000","9,710,000",1393/12/2
2.01%,195000,"9,895,000",2015/02/19,"9,920,000","9,935,000","9,855,000",1393/11/30
-0.92%,-90000,"9,787,500",2015/02/18,"9,830,000","9,830,000","9,745,000",1393/11/29
-0.82%,-80000,"9,770,000",2015/02/17,"9,750,000","9,790,000","9,750,000",1393/11/28
1.44%,140000,"9,920,000",2015/02/16,"9,890,000","9,950,000","9,890,000",1393/11/27
0.61%,60000,"9,935,000",2015/02/15,"9,950,000","9,960,000","9,910,000",1393/11/26
0.2%,20000,"10,005,000",2015/02/14,"9,970,000","10,040,000","9,970,000",1393/11/25
-0.61%,-60000,"9,902,500",2015/02/12,"9,910,000","9,915,000","9,890,000",1393/11/23
0.3%,30000,"9,940,000",2015/02/10,"9,940,000","9,970,000","9,910,000",1393/11/21
-0.3%,-30000,"9,920,000",2015/02/09,"9,910,000","9,980,000","9,860,000",1393/11/20
-0.71%,-70000,"9,780,000",2015/02/08,"9,840,000","9,840,000","9,720,000",1393/11/19
-0.1%,-10000,"9,865,000",2015/02/07,"9,830,000","9,900,000","9,830,000",1393/11/18
2.64%,260000,"10,120,000",2015/02/05,"10,090,000","10,150,000","10,090,000",1393/11/16
0.5%,50000,"10,185,000",2015/02/04,"10,140,000","10,230,000","10,140,000",1393/11/15
1.18%,120000,"10,285,000",2015/02/03,"10,260,000","10,320,000","10,250,000",1393/11/14
-0.2%,-20000,"10,277,500",2015/02/02,"10,240,000","10,315,000","10,240,000",1393/11/13
0.78%,80000,"10,330,000",2015/02/01,"10,320,000","10,340,000","10,320,000",1393/11/12
0.1%,10000,"10,307,500",2015/01/31,"10,330,000","10,335,000","10,280,000",1393/11/11
0.1%,10000,"10,360,000",2015/01/29,"10,340,000","10,380,000","10,340,000",1393/11/9
0.48%,50000,"10,365,000",2015/01/28,"10,390,000","10,390,000","10,340,000",1393/11/8
-0.34%,-35000,"10,360,000",2015/01/27,"10,355,000","10,380,000","10,340,000",1393/11/7
0.34%,35000,"10,400,000",2015/01/26,"10,390,000","10,420,000","10,380,000",1393/11/6
0.29%,30000,"10,400,000",2015/01/25,"10,420,000","10,420,000","10,380,000",1393/11/5
-0.29%,-30000,"10,405,000",2015/01/24,"10,390,000","10,425,000","10,385,000",1393/11/4
-0.1%,-10000,"10,390,000",2015/01/22,"10,380,000","10,400,000","10,380,000",1393/11/2
0.63%,65000,"10,415,000",2015/01/21,"10,445,000","10,445,000","10,385,000",1393/11/1
-0.63%,-65000,"10,345,000",2015/01/20,"10,380,000","10,385,000","10,305,000",1393/10/30
-0.19%,-20000,"10,310,000",2015/01/19,"10,360,000","10,360,000","10,260,000",1393/10/29
-0.97%,-100000,"10,232,500",2015/01/18,"10,260,000","10,260,000","10,205,000",1393/10/28
-0.64%,-65000,"10,207,500",2015/01/17,"10,195,000","10,255,000","10,160,000",1393/10/27
-2.15%,-215000,"9,940,000",2015/01/15,"9,980,000","9,980,000","9,900,000",1393/10/25
-0.45%,-45000,"9,905,000",2015/01/14,"9,935,000","9,950,000","9,860,000",1393/10/24
-0.2%,-20000,"9,930,000",2015/01/13,"9,915,000","9,945,000","9,915,000",1393/10/23
-0.35%,-35000,"9,912,500",2015/01/12,"9,880,000","9,950,000","9,875,000",1393/10/22
0.46%,45000,"9,940,000",2015/01/11,"9,925,000","9,955,000","9,925,000",1393/10/21
0.35%,35000,"9,942,500",2015/01/10,"9,960,000","9,965,000","9,920,000",1393/10/20
-0.76%,-75000,"9,900,000",2015/01/08,"9,885,000","9,915,000","9,885,000",1393/10/18
0.51%,50000,"9,967,500",2015/01/07,"9,935,000","10,000,000","9,935,000",1393/10/17
,0,"9,902,500",2015/01/06,"9,935,000","9,940,000","9,865,000",1393/10/16
-1.33%,-130000,"9,812,500",2015/01/05,"9,805,000","9,835,000","9,790,000",1393/10/15
0.1%,10000,"9,827,500",2015/01/04,"9,815,000","9,850,000","9,805,000",1393/10/14
-0.26%,-25000,"9,760,000",2015/01/03,"9,790,000","9,795,000","9,725,000",1393/10/13
-0.2%,-20000,"9,767,500",2015/01/01,"9,770,000","9,780,000","9,755,000",1393/10/11
0.61%,60000,"9,845,000",2014/12/31,"9,830,000","9,875,000","9,815,000",1393/10/10
0.1%,10000,"9,845,000",2014/12/30,"9,840,000","9,890,000","9,800,000",1393/10/9
0.61%,60000,"9,930,000",2014/12/29,"9,900,000","9,960,000","9,900,000",1393/10/8
0.56%,55000,"9,957,500",2014/12/28,"9,955,000","9,975,000","9,940,000",1393/10/7
-0.1%,-10000,"9,930,000",2014/12/27,"9,945,000","9,950,000","9,910,000",1393/10/6
-0.51%,-50000,"9,897,500",2014/12/26,"9,895,000","9,900,000","9,895,000",1393/10/5
,0,"9,905,000",2014/12/25,"9,895,000","9,920,000","9,890,000",1393/10/4
,0,"9,922,500",2014/12/24,"9,895,000","9,950,000","9,895,000",1393/10/3
0.66%,65000,"9,950,000",2014/12/23,"9,960,000","9,960,000","9,940,000",1393/10/2
,0,"9,935,000",2014/12/22,"9,960,000","9,960,000","9,910,000",1393/10/1
-0.25%,-25000,"9,932,500",2014/12/21,"9,935,000","9,935,000","9,930,000",1393/09/30
,0,"9,925,000",2014/12/20,"9,935,000","9,975,000","9,875,000",1393/09/29
0.55%,55000,"9,952,500",2014/12/18,"9,990,000","9,995,000","9,910,000",1393/09/27
-0.86%,-85000,"9,925,000",2014/12/17,"9,905,000","9,950,000","9,900,000",1393/09/26
0.66%,65000,"9,935,000",2014/12/16,"9,970,000","10,020,000","9,850,000",1393/09/25
-0.1%,-10000,"10,035,000",2014/12/15,"9,960,000","10,120,000","9,950,000",1393/09/24
0.5%,50000,"9,912,500",2014/12/14,"10,010,000","10,010,000","9,815,000",1393/09/23
-2.14%,-210000,"9,797,500",2014/12/13,"9,800,000","9,800,000","9,795,000",1393/09/22
,0,"9,797,500",2014/12/12,"9,800,000","9,800,000","9,795,000",1393/09/21
,0,"9,812,500",2014/12/11,"9,800,000","9,835,000","9,790,000",1393/09/20
0.1%,10000,"9,742,500",2014/12/10,"9,810,000","9,810,000","9,675,000",1393/09/19
-1.34%,-130000,"9,655,000",2014/12/09,"9,680,000","9,680,000","9,630,000",1393/09/18
-0.52%,-50000,"9,645,000",2014/12/08,"9,630,000","9,670,000","9,620,000",1393/09/17
-0.63%,-60000,"9,545,000",2014/12/07,"9,570,000","9,580,000","9,510,000",1393/09/16
-0.84%,-80000,"9,505,000",2014/12/06,"9,490,000","9,520,000","9,490,000",1393/09/15
0.79%,75000,"9,557,500",2014/12/04,"9,565,000","9,565,000","9,550,000",1393/09/13
-0.05%,-5000,"9,555,000",2014/12/03,"9,560,000","9,580,000","9,530,000",1393/09/12
-0.05%,-5000,"9,577,500",2014/12/02,"9,555,000","9,605,000","9,550,000",1393/09/11
-0.47%,-45000,"9,510,000",2014/12/01,"9,510,000","9,545,000","9,475,000",1393/09/10
0.42%,40000,"9,547,500",2014/11/30,"9,550,000","9,625,000","9,470,000",1393/09/9
-1.06%,-100000,"9,407,500",2014/11/29,"9,450,000","9,465,000","9,350,000",1393/09/8
-0.69%,-65000,"9,380,000",2014/11/27,"9,385,000","9,400,000","9,360,000",1393/09/6
-0.05%,-5000,"9,337,500",2014/11/26,"9,380,000","9,380,000","9,295,000",1393/09/5
-0.97%,-90000,"9,260,000",2014/11/25,"9,290,000","9,305,000","9,215,000",1393/09/4
-0.76%,-70000,"9,182,500",2014/11/24,"9,220,000","9,225,000","9,140,000",1393/09/3
-0.77%,-70000,"9,145,000",2014/11/23,"9,150,000","9,160,000","9,130,000",1393/09/2
,0,"9,152,500",2014/11/22,"9,150,000","9,165,000","9,140,000",1393/09/1
-0.11%,-10000,"9,140,000",2014/11/20,"9,140,000","9,150,000","9,130,000",1393/08/29
0.33%,30000,"9,170,000",2014/11/19,"9,170,000","9,180,000","9,160,000",1393/08/28
,0,"9,157,500",2014/11/18,"9,170,000","9,185,000","9,130,000",1393/08/27
-0.33%,-30000,"9,137,500",2014/11/17,"9,140,000","9,145,000","9,130,000",1393/08/26
,0,"9,140,000",2014/11/16,"9,140,000","9,150,000","9,130,000",1393/08/25
0.11%,10000,"9,152,500",2014/11/15,"9,150,000","9,165,000","9,140,000",1393/08/24
-1.16%,-105000,"9,042,500",2014/11/14,"9,045,000","9,050,000","9,035,000",1393/08/23
,0,"9,030,000",2014/11/13,"9,045,000","9,045,000","9,015,000",1393/08/22
0.17%,15000,"9,042,500",2014/11/12,"9,060,000","9,065,000","9,020,000",1393/08/21
-0.67%,-60000,"8,990,000",2014/11/11,"9,000,000","9,025,000","8,955,000",1393/08/20
0.33%,30000,"9,045,000",2014/11/10,"9,030,000","9,075,000","9,015,000",1393/08/19
0.5%,45000,"9,080,000",2014/11/09,"9,075,000","9,095,000","9,065,000",1393/08/18
0.06%,5000,"9,065,000",2014/11/08,"9,080,000","9,085,000","9,045,000",1393/08/17
-0.52%,-47000,"9,030,000",2014/11/07,"9,033,000","9,035,000","9,025,000",1393/08/16
,0,"9,025,000",2014/11/06,"9,033,000","9,033,000","9,017,000",1393/08/15
-0.09%,-8000,"9,022,500",2014/11/05,"9,025,000","9,025,000","9,020,000",1393/08/14
1.39%,125000,"9,152,500",2014/11/03,"9,150,000","9,155,000","9,150,000",1393/08/12
,0,"9,130,000",2014/11/02,"9,150,000","9,150,000","9,110,000",1393/08/11
-0.08%,-7000,"9,140,000",2014/11/01,"9,143,000","9,153,000","9,127,000",1393/08/10
1.1%,101000,"9,243,000",2014/10/31,"9,244,000","9,244,000","9,242,000",1393/08/9
,0,"9,251,000",2014/10/30,"9,244,000","9,273,000","9,229,000",1393/08/8
0.53%,49000,"9,301,500",2014/10/29,"9,293,000","9,313,000","9,290,000",1393/08/7
0.13%,12000,"9,302,500",2014/10/28,"9,305,000","9,320,000","9,285,000",1393/08/6
0.05%,5000,"9,310,000",2014/10/27,"9,310,000","9,325,000","9,295,000",1393/08/5
-0.16%,-15000,"9,292,500",2014/10/26,"9,295,000","9,300,000","9,285,000",1393/08/4
